error,pos,correction,error phrase,correct phrase,num of this error-correction phrase occur,num of this error-correction pair occur,collocation,category of collocation,total num of error time this error-correction pairs fall into this collocation category,unique num of error-correction pairs fall into this collocation category,total num of error occur,error_collocation,correction_collocation,error collocation,correction collocation
come,VERB,bring,come dream,bring dream,1,9,dream,Bodily States and Associated Activities,2,2,1330,0,0,0,0
come,VERB,bring,come life,bring life,1,9,life,Bodily States and Associated Activities,2,2,1330,0,0,0,0
ride,VERB,read,ride diary,read diary,1,4,diary,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",3,2,129,0,4,0,4
ride,VERB,read,ride book,read book,2,4,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",3,2,129,0,480,0,480
go out,VERB,leave,go out salon,leave salon,1,32,salon,Parts of Houses,2,2,39,0,0,0,0
wrong,ADJ,incorrect,wrong information,incorrect information,5,8,information,Communication and Information,11,2,39,1,35,1,35
go out,VERB,leave,go out exhibition,leave exhibition,1,32,exhibition,"Showing, Hiding, Finding, Saving, and Similar Words",7,2,39,0,0,0,0
go out,VERB,leave,go out exam,leave exam,6,32,exam,"Showing, Hiding, Finding, Saving, and Similar Words",7,2,39,0,0,0,0
make,VERB,get,make haircut,get haircut,1,117,haircut,misc-ap-0,2,2,4016,0,45,0,45
make,VERB,get,make money,get money,1,117,money,Money,3,2,4016,15,855,15,855
come,VERB,next,come passage,next passage,1,13,passage,"Moving, Coming, and going",2,2,1330,0,0,0,0
ride,VERB,use,ride subway,use subway,1,2,subway,Vehicles and Transport on Land,2,2,129,7,7,7,7
dose,VERB,do,dose woman,do woman,2,126,woman,People,3,2,128,0,59,0,59
mail,NOUN,email,mail second,email second,1,119,second,Numbers and Quantities,2,2,416,0,0,0,0
mail,NOUN,email,mail long,email long,2,119,long,Feeling and Behavior Generally,3,2,416,0,0,0,0
mail,NOUN,email,mail following,email following,5,119,following,misc-ap-0,6,2,416,0,0,0,0
mail,NOUN,email,mail single,email single,1,119,single,Numbers and Quantities,2,2,416,0,0,0,0
mail,NOUN,email,mail indifferent,email indifferent,1,119,indifferent,misc-ap-0,6,2,416,0,0,0,0
mail,NOUN,email,mail last,email last,1,119,last,Time Generally,3,2,416,0,0,0,0
mail,NOUN,email,mail like,email like,1,119,like,Feeling and Behavior Generally,3,2,416,0,0,0,0
dose,VERB,do,dose man,do man,2,126,man,Social Classification and Situation,4,2,128,0,41,0,41
record,NOUN,document,record vocabulary,document vocabulary,1,2,vocabulary,Language,2,2,16,0,0,0,0
incredible,ADJ,spectacular,incredible beach,spectacular beach,4,2,beach,Geography,6,2,16,2,2,2,2
incredible,ADJ,spectacular,incredible waterfall,spectacular waterfall,2,2,waterfall,Geography,6,2,16,0,3,0,3
come,VERB,next,come step,next step,1,13,step,"Moving, Coming, and going",2,2,1330,0,0,0,0
make,VERB,get,make rash,get rash,1,117,rash,Fear and Courage,3,2,4016,0,4,0,4
make,VERB,get,make letter,get letter,1,117,letter,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",13,2,4016,64,226,64,226
image,VERB,imagine,image goal,imagine goal,1,397,goal,"Rightness, Fairness, Purpose, Use, & Strength",2,2,412,0,0,0,0
image,VERB,imagine,image animal,imagine animal,1,397,animal,Living Creatures Generally,2,2,412,0,0,0,0
image,VERB,imagine,image one,imagine one,1,397,one,Numbers and Quantities,2,2,412,0,0,0,0
image,VERB,imagine,image jump,imagine jump,2,397,jump,Sports and Games Generally,3,2,412,0,0,0,0
image,VERB,imagine,image train,imagine train,1,397,train,Knowing and Learning,2,2,412,0,0,0,0
come,VERB,approach,come day,approach day,5,16,day,Periods of Time and their Measurement,6,2,1330,0,1,0,1
image,VERB,imagine,image moon,imagine moon,1,397,moon,The Universe,4,2,412,0,0,0,0
image,VERB,imagine,image world,imagine world,3,397,world,The Universe,4,2,412,1,9,1,9
image,VERB,imagine,image fear,imagine fear,1,397,fear,Fear and Courage,2,2,412,0,0,0,0
image,VERB,imagine,image man,imagine man,2,397,man,Animals/ Mammals,3,2,412,0,1,0,1
image,VERB,imagine,image danger,imagine danger,1,397,danger,"Possibility, Chance, and Necessity",2,2,412,0,0,0,0
image,VERB,imagine,image instant,imagine instant,1,397,instant,Time Generally,5,2,412,0,0,0,0
image,VERB,imagine,image violin,imagine violin,1,397,violin,Music and Related Activities,2,2,412,0,0,0,0
image,VERB,imagine,image rain,imagine rain,1,397,rain,Weather and Temperature,2,2,412,0,0,0,0
image,VERB,imagine,image life,imagine life,11,397,life,Prison and Punishment,12,2,412,0,15,0,15
image,VERB,imagine,image summer,imagine summer,1,397,summer,Periods of Time and their Measurement,2,2,412,0,0,0,0
image,VERB,imagine,image service,imagine service,1,397,service,Social Classification and Situation,3,2,412,0,0,0,0
image,VERB,imagine,image menu,imagine menu,1,397,menu,Food Generally,2,2,412,0,0,0,0
ride,VERB,catch,ride ferry,catch ferry,2,14,ferry,"Moving, Coming, and going",9,2,129,4,4,4,4
ride,VERB,catch,ride boat,catch boat,1,14,boat,Shipping,3,2,129,4,7,4,7
come,VERB,approach,come date,approach date,1,16,date,Periods of Time and their Measurement,6,2,1330,0,0,0,0
dose,VERB,do,dose son,do son,1,126,son,People,3,2,128,0,11,0,11
mail,NOUN,letter,mail second,letter second,1,275,second,Vehicles and Transport on Land,7,2,416,0,0,0,0
thus,ADV,so,thus lose,so lose,2,36,lose,"Warfare, Defense, and the Army",4,2,38,0,12,0,12
thus,ADV,so,thus try,so try,1,36,try,Doing Things,2,2,38,0,0,0,0
make,VERB,get,make bankbook,get bankbook,1,117,bankbook,"Banking, Wealth, and Investment",2,2,4016,0,0,0,0
make,VERB,get,make people,get people,2,117,people,People,3,2,4016,1,687,1,687
rly,ADV,really,rly bad,really bad,1,7,bad,Weather and Temperature,2,2,7,0,1,0,1
make,VERB,get,make information,get information,4,117,information,Communication and Information,5,2,4016,1,584,1,584
make,VERB,get,make loan,get loan,1,117,loan,"Banking, Wealth, and Investment",2,2,4016,1,241,1,241
make,VERB,get,make passport,get passport,3,117,passport,Law and Order Generally,4,2,4016,0,29,0,29
make,VERB,get,make mark,get mark,2,117,mark,Money,3,2,4016,1,92,1,92
make,VERB,get,make photo,get photo,1,117,photo,"Recording Sound, Listening to the Radio, etc",2,2,4016,8,17,8,17
make,VERB,get,make insurance,get insurance,1,117,insurance,Commerce,2,2,4016,20,47,20,47
lean,VERB,learn,lean whole,learn whole,1,410,whole,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",8,2,426,0,1,0,1
lean,VERB,learn,lean information,learn information,3,410,information,Communication and Information,7,2,426,0,15,0,15
lean,VERB,learn,lean design,learn design,1,410,design,"Rightness, Fairness, Purpose, Use, & Strength",2,2,426,0,0,0,0
lean,VERB,learn,lean lot,learn lot,7,410,lot,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",8,2,426,0,207,0,207
thus,ADV,so,thus on,so on,1,36,on,Sports and Games Generally,3,2,38,0,0,0,0
thus,ADV,so,thus use,so use,1,36,use,"Rightness, Fairness, Purpose, Use, & Strength",2,2,38,0,28,0,28
make,VERB,get,make contract,get contract,1,117,contract,Commerce,2,2,4016,57,478,57,478
reunion,NOUN,reunite,reunion people,reunite people,1,7,people,People,2,2,7,0,0,0,0
herd,NOUN,hear,herd word,hear word,1,7,word,Communication and Information,2,2,7,0,147,0,147
agreeable,NOUN,acceptable,agreeable plan,acceptable plan,1,7,plan,"Thinking, Judging and Remembering-",2,2,7,1,10,1,10
agreeable,NOUN,acceptable,agreeable response,acceptable response,2,7,response,"Communicating, mainly by Speaking and Talking",3,2,7,0,2,0,2
agreeable,NOUN,acceptable,agreeable explanation,acceptable explanation,1,7,explanation,"Communicating, mainly by Speaking and Talking",3,2,7,0,2,0,2
write down,VERB,write,write down essay,write essay,1,7,essay,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,2,7,0,100,0,100
write down,VERB,write,write down diary,write diary,3,7,diary,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,2,7,0,10,0,10
herd,NOUN,hear,herd news,hear news,1,7,news,Communication and Information,2,2,7,0,156,0,156
tide,VERB,tidy,tide room,tidy room,2,7,room,Travel and Visiting,3,2,7,0,2,0,2
mail,NOUN,letter,mail english,letter english,3,275,english,misc-ap-0,4,2,416,0,9,0,9
mail,NOUN,letter,mail next,letter next,1,275,next,misc-ap-0,4,2,416,0,0,0,0
role,NOUN,play,role actress,play actress,1,3,actress,"Drama, the Theatre, and Show Business",2,2,16,0,6,0,6
role,NOUN,play,role villain,play villain,1,3,villain,"Drama, the Theatre, and Show Business",2,2,16,1,19,1,19
role,NOUN,play,role officer,play officer,1,3,officer,"The Police, Security Services, Crime, and Criminals",2,2,16,0,8,0,8
calm,NOUN,peaceful,calm environment,peaceful environment,1,3,environment,Places,3,2,16,2,6,2,6
calm,NOUN,peaceful,calm place,peaceful place,2,3,place,Places,3,2,16,0,14,0,14
record,NOUN,film,record student,film student,2,3,student,misc-ap-0,4,2,16,5,5,5,5
record,NOUN,film,record lesson,film lesson,2,3,lesson,misc-ap-0,4,2,16,0,0,0,0
agreeable,NOUN,acceptable,agreeable impression,acceptable impression,1,7,impression,"Thinking, Judging and Remembering-",2,2,7,0,0,0,0
pubic,ADJ,public,pubic transport,public transport,1,7,transport,"Putting and Taking, Pulling and Pushing",2,2,7,0,0,0,0
pubic,ADJ,public,pubic space,public space,1,7,space,"Putting and Taking, Pulling and Pushing",2,2,7,0,52,0,52
pubic,ADJ,public,pubic radio,public radio,1,7,radio,Vehicles and Transport on Land,2,2,7,0,35,0,35
guillible,ADJ,guilty,guillible person,guilty person,9,7,person,People,10,2,7,0,0,0,0
guillible,ADJ,guilty,guillible girl,guilty girl,1,7,girl,People,10,2,7,0,0,0,0
tole,NOUN,tell,tole people,tell people,1,7,people,People,2,2,7,0,1,0,1
tole,NOUN,tell,tole mother,tell mother,1,7,mother,People,2,2,7,0,100,0,100
thus,ADV,so,thus clear,so clear,1,36,clear,Courts of Law and Legal Work,2,2,38,0,51,0,51
own,ADJ,have,own body,have body,1,53,body,"Equipment, Machines, and Instruments",2,2,79,0,108,0,108
own,ADJ,have,own scene,have scene,1,53,scene,"Drama, the Theatre, and Show Business",2,2,79,0,48,0,48
own,ADJ,have,own life,have life,1,53,life,Bodily States and Associated Activities,2,2,79,2,563,2,563
own,ADJ,have,own half,have half,1,53,half,Numbers and Quantities,2,2,79,5,15,5,15
own,ADJ,have,own heart,have heart,1,53,heart,"The Trunk, Arms, and",2,2,79,0,163,0,163
own,ADJ,have,own other,have other,1,53,other,"Resemblance, Difference, and Change",2,2,79,4,48,4,48
more,ADV,great,more number,great number,18,39,number,Mathematics,21,2,402,13,331,13,331
more,ADV,great,more amount,great amount,1,39,amount,"Size, Importance, and Availability",3,2,402,0,71,0,71
more,ADV,great,more volume,great volume,2,39,volume,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",5,2,402,22,33,22,33
own,ADJ,have,own system,have system,1,53,system,"Resemblance, Difference, and Change",2,2,79,74,532,74,532
image,VERB,imagine,image future,imagine future,4,397,future,Time Generally,5,2,412,0,6,0,6
own,ADJ,have,own skill,have skill,2,53,skill,Knowing and Learning,3,2,79,0,240,0,240
more,ADV,well,more tooth,well tooth,1,55,tooth,Animals/ Mammals,2,2,402,0,0,0,0
study,VERB,pursue,study master,pursue master,1,23,master,Social Classification and Situation,2,2,131,2,3,2,3
more,ADV,well,more before,well before,1,55,before,misc-ap-0,2,2,402,5,12,5,12
more,ADV,well,more fit,well fit,1,55,fit,"Putting and Taking, Pulling and Pushing",2,2,402,2,2,2,2
more,ADV,well,more write,well write,1,55,write,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,402,4,23,4,23
more,ADV,well,more literature,well literature,1,55,literature,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,402,0,0,0,0
study,VERB,pursue,study art,pursue art,6,23,art,Arts and Crafts,7,2,131,1,5,1,5
ready,ADJ,read,ready news,read news,2,4,news,Communication and Information,3,2,40,0,35,0,35
more,ADV,most,more use,most use,2,28,use,Making things,3,2,402,2,3,2,3
grow up,VERB,grow,grow up abdoman,grow abdoman,1,4,abdoman,misc-ap-0,2,2,40,0,0,0,0
grow up,VERB,grow,grow up tention,grow tention,1,4,tention,misc-ap-0,2,2,40,0,0,0,0
ready,ADJ,read,ready story,read story,1,4,story,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,40,0,135,0,135
ready,ADJ,read,ready report,read report,1,4,report,Communication and Information,3,2,40,0,165,0,165
more,ADV,great,more point,great point,3,39,point,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",5,2,402,2,3,2,3
offer,VERB,invite,offer stranger,invite stranger,1,29,stranger,Social Organization in Group and Places,4,2,79,0,1,0,1
come,VERB,upcoming,come master,upcoming master,1,26,master,Industry and Work,2,2,1330,0,0,0,0
more,ADV,much,more miss,much miss,1,25,miss,"Thinking, Judging and Remembering-",2,2,402,2,14,2,14
more,ADV,much,more use,much use,2,25,use,Making things,3,2,402,2,10,2,10
more,ADV,most,more important,most important,2,28,important,"Possibility, Chance, and Necessity",3,2,402,1941,2821,1941,2821
come,VERB,upcoming,come exam,upcoming exam,7,26,exam,"Showing, Hiding, Finding, Saving, and Similar Words",9,2,1330,0,2,0,2
come,VERB,upcoming,come examination,upcoming examination,2,26,examination,"Showing, Hiding, Finding, Saving, and Similar Words",9,2,1330,0,0,0,0
more,ADV,additional,more benefit,additional benefit,1,33,benefit,Doing Things,3,2,402,3,80,3,80
more,ADV,additional,more equipment,additional equipment,1,33,equipment,"Equipment, Machines, and Instruments",2,2,402,31,37,31,37
more,ADV,additional,more help,additional help,2,33,help,Doing Things,3,2,402,23,24,23,24
clean,ADJ,do,clean homework,do homework,1,2,homework,misc-ap-0,2,2,40,0,229,0,229
clean,ADJ,do,clean laundry,do laundry,1,2,laundry,misc-ap-0,2,2,40,2,62,2,62
only,ADV,sole,only reason,sole reason,1,10,reason,"Thinking, Judging and Remembering-",2,2,134,2,28,2,28
only,ADV,simply,only be,simply be,1,6,be,Causing,2,2,134,0,0,0,0
more,ADV,great,more control,great control,1,39,control,"Recording Sound, Listening to the Radio, etc",3,2,402,7,159,7,159
more,ADV,great,more depth,great depth,1,39,depth,Measurement,3,2,402,15,35,15,35
own,ADJ,have,own ability,have ability,1,53,ability,Knowing and Learning,3,2,79,0,499,0,499
make,VERB,write,make song,write song,8,96,song,Music and Related Activities,11,2,4016,26,359,26,359
ride,VERB,get,ride woman,get woman,1,45,woman,People,2,2,129,0,69,0,69
phone,NOUN,smartphone,phone other,smartphone other,1,78,other,"Resemblance, Difference, and Change",2,2,79,0,0,0,0
phone,NOUN,smartphone,phone equal,smartphone equal,1,78,equal,"Resemblance, Difference, and Change",2,2,79,0,0,0,0
cerebrate,VERB,celebrate,cerebrate anniversary,celebrate anniversary,1,37,anniversary,Periods of Time and their Measurement,2,2,39,0,397,0,397
cerebrate,VERB,celebrate,cerebrate year,celebrate year,1,37,year,Periods of Time and their Measurement,2,2,39,0,0,0,0
want,VERB,desire,want aspect,desire aspect,1,136,aspect,Grammar,3,2,407,0,0,0,0
want,VERB,prefer,want individual,prefer individual,2,11,individual,People,4,2,407,0,2,0,2
want,VERB,aspire,want individual,aspire individual,5,91,individual,People,9,2,407,0,0,0,0
want,VERB,aspire,want people,aspire people,4,91,people,People,9,2,407,2,2,2,2
want,VERB,wish,want student,wish student,25,55,student,misc-ap-0,31,2,407,2,2,2,2
country 's people,NOUN,countries'people,country 's people small,countries'people small,1,39,small,"Size, Importance, and Availability",7,2,39,0,0,0,0
country 's people,NOUN,countries'people,country 's people many,countries'people many,6,39,many,"Size, Importance, and Availability",7,2,39,0,0,0,0
ride,VERB,get,ride people,get people,1,45,people,People,2,2,129,0,687,0,687
station,NOUN,stop,station last,stop last,1,35,last,Beginning and Ending,3,2,39,0,0,0,0
station,NOUN,stop,station many,stop many,3,35,many,"Size, Importance, and Availability",4,2,39,0,5,0,5
station,NOUN,stop,station 10th,stop 10th,1,35,10th,misc-ap-0,7,2,39,0,0,0,0
station,NOUN,stop,station more,stop more,1,35,more,"Size, Importance, and Availability",4,2,39,0,7,0,7
image,VERB,imagine,image pain,imagine pain,1,397,pain,"Bodily Conditions Relating to Health, Sickness, and Disability",2,2,412,0,0,0,0
image,VERB,imagine,image risk,imagine risk,1,397,risk,"Possibility, Chance, and Necessity",2,2,412,0,0,0,0
image,VERB,imagine,image creature,imagine creature,1,397,creature,Living Creatures Generally,2,2,412,0,0,0,0
image,VERB,imagine,image drought,imagine drought,1,397,drought,Food Generally,2,2,412,0,0,0,0
image,VERB,imagine,image day,imagine day,1,397,day,Periods of Time and their Measurement,2,2,412,0,6,0,6
image,VERB,imagine,image agony,imagine agony,1,397,agony,"Bodily Conditions Relating to Health, Sickness, and Disability",2,2,412,0,0,0,0
image,VERB,imagine,image breeze,imagine breeze,1,397,breeze,Weather and Temperature,2,2,412,0,0,0,0
image,VERB,imagine,image trip,imagine trip,1,397,trip,Travel and Visiting,3,2,412,0,0,0,0
come,VERB,appear,come gamer,appear gamer,1,17,gamer,misc-ap-0,2,2,1330,0,0,0,0
get,VERB,achieve,get aim,achieve aim,4,88,aim,Making things,5,2,3029,0,37,0,37
study,VERB,education,study good,education good,3,14,good,Knowing and Learning,4,2,131,0,0,0,0
study,VERB,course,study specific,course specific,1,14,specific,"General, Usual, Unusual, etc",2,2,131,0,0,0,0
study,VERB,course,study easy,course easy,1,14,easy,"General, Usual, Unusual, etc",2,2,131,0,0,0,0
come,VERB,appear,come teaser,appear teaser,1,17,teaser,misc-ap-0,2,2,1330,0,0,0,0
more,ADV,long,more stay,long stay,21,65,stay,Residence,23,2,402,10,36,10,36
more,ADV,long,more re,long re,1,65,re,misc-ap-0,2,2,402,0,0,0,0
more,ADV,long,more live,long live,2,65,live,Life and Living Things,31,2,402,8,12,8,12
want,VERB,require,want help,require help,1,2,help,Doing Things,2,2,407,3,15,3,15
want,VERB,require,want assistance,require assistance,1,2,assistance,Doing Things,2,2,407,12,33,12,33
get,VERB,achieve,get success,achieve success,33,88,success,Doing Things,37,2,3029,0,126,0,126
get,VERB,achieve,get endurance,achieve endurance,1,88,endurance,Bodily States and Associated Activities,2,2,3029,0,0,0,0
get,VERB,achieve,get tone,achieve tone,1,88,tone,Music and Related Activities,9,2,3029,0,0,0,0
get,VERB,achieve,get achievement,achieve achievement,4,88,achievement,Doing Things,37,2,3029,0,0,0,0
get,VERB,achieve,get level,achieve level,2,88,level,"Resemblance, Difference, and Change",3,2,3029,41,77,41,77
get,VERB,achieve,get dream,achieve dream,1,88,dream,Bodily States and Associated Activities,2,2,3029,4,15,4,15
get,VERB,achieve,get output,achieve output,1,88,output,Making things,5,2,3029,0,0,0,0
make,VERB,write,make blog,write blog,1,96,blog,misc-ap-0,2,2,4016,0,0,0,0
make,VERB,write,make work,write work,1,96,work,Industry and Work,2,2,4016,3,41,3,41
make,VERB,write,make screenplay,write screenplay,1,96,screenplay,misc-ap-0,2,2,4016,0,89,0,89
make,VERB,write,make hand,write hand,1,96,hand,Periods of Time and their Measurement,3,2,4016,0,5,0,5
more,ADV,much,more work,much work,1,25,work,Doing Things,2,2,402,1,3,1,3
rural,ADJ,remote,rural village,remote village,1,37,village,Social Organization in Group and Places,9,2,37,30,77,30,77
so,ADV,too,so risky,too risky,1,134,risky,"Possibility, Chance, and Necessity",2,2,454,6,111,6,111
trip,NOUN,journey,trip extraordinary,journey extraordinary,1,41,extraordinary,"General, Usual, Unusual, etc",2,2,122,0,0,0,0
very,ADV,truly,very exceptional,truly exceptional,1,9,exceptional,misc-ap-0,2,2,2791,0,3,0,3
compulsory,ADJ,mandatory,compulsory payment,mandatory payment,3,4,payment,Commerce,27,2,4,0,3,0,3
rural,ADJ,remote,rural region,remote region,8,37,region,Social Organization in Group and Places,9,2,37,26,81,26,81
female,NOUN,woman,female many,woman many,1,37,many,"Size, Importance, and Availability",2,2,37,0,8,0,8
peace,NOUN,piece,peace many,piece many,1,37,many,"Size, Importance, and Availability",3,2,37,0,2,0,2
peace,NOUN,piece,peace small,piece small,2,37,small,"Size, Importance, and Availability",3,2,37,0,2,0,2
woman,NOUN,female,woman colleague,female colleague,1,4,colleague,Friendship and Enmity,3,2,4,0,15,0,15
woman,NOUN,female,woman friend,female friend,2,4,friend,Friendship and Enmity,3,2,4,23,38,23,38
enjoy,VERB,relish,enjoy party,relish party,3,48,party,Entertainment Generally,5,2,122,0,0,0,0
so,ADV,too,so sweet,too sweet,1,134,sweet,Food Generally,4,2,454,0,25,0,25
chose,VERB,choose,chose taste,choose taste,1,4,taste,misc-ap-0,2,2,4,0,0,0,0
enjoy,VERB,appreciate,enjoy fact,appreciate fact,1,19,fact,misc-ap-0,6,2,122,6,30,6,30
stroke,NOUN,strike,stroke earthquake,strike earthquake,1,15,earthquake,Geography,2,2,16,0,18,0,18
stroke,NOUN,strike,stroke flood,strike flood,1,15,flood,Geography,2,2,16,0,0,0,0
purse,NOUN,pursue,purse life,pursue life,1,15,life,Bodily States and Associated Activities,5,2,16,0,0,0,0
purse,NOUN,pursue,purse innovation,pursue innovation,1,15,innovation,misc-ap-0,2,2,16,0,1,0,1
purse,NOUN,pursue,purse dream,pursue dream,4,15,dream,Bodily States and Associated Activities,5,2,16,0,40,0,40
purse,NOUN,pursue,purse lifestyle,pursue lifestyle,1,15,lifestyle,misc-ap-0,2,2,16,0,3,0,3
very,ADV,highly,very ambitious,highly ambitious,1,17,ambitious,"Rightness, Fairness, Purpose, Use, & Strength",2,2,2791,0,0,0,0
very,ADV,highly,very profitable,highly profitable,1,17,profitable,"Rightness, Fairness, Purpose, Use, & Strength",2,2,2791,0,236,0,236
trip,NOUN,journey,trip fantastic,journey fantastic,1,41,fantastic,"General, Usual, Unusual, etc",2,2,122,0,0,0,0
so,ADV,too,so lazy,too lazy,9,134,lazy,Bodily States and Associated Activities,10,2,454,0,17,0,17
so,ADV,too,so selfish,too selfish,1,134,selfish,Good and Evil,3,2,454,0,0,0,0
enjoy,VERB,relish,enjoy rich,relish rich,1,48,rich,"Banking, Wealth, and Investment",2,2,122,0,0,0,0
very,ADV,truly,very picturesque,truly picturesque,3,9,picturesque,Linking and Not Linking,4,2,2791,0,0,0,0
very,ADV,truly,very scrumptious,truly scrumptious,1,9,scrumptious,misc-ap-0,2,2,2791,0,0,0,0
vocabulary,ADJ,word,vocabulary english,word english,1,4,english,misc-ap-0,2,2,4,2,35,2,35
wathe,VERB,watch,wathe movie,watch movie,1,4,movie,Communication and Information,5,2,4,0,1,0,1
shack,VERB,shake,shack hand,shake hand,1,4,hand,Food,3,2,4,0,6,0,6
shack,VERB,shake,shack head,shake head,2,4,head,Food,3,2,4,0,360,0,360
veryvery,NOUN,very,veryvery happy,very happy,1,4,happy,Happiness and Sadness,2,2,4,0,537,0,537
veryvery,NOUN,very,veryvery nervous,very nervous,1,4,nervous,Happiness and Sadness,2,2,4,0,129,0,129
vocabulary,ADJ,word,vocabulary american,word american,1,4,american,misc-ap-0,2,2,4,0,0,0,0
so,ADV,more,so convenient,more convenient,1,14,convenient,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",2,2,454,6,104,6,104
so,ADV,more,so distant,more distant,1,14,distant,Friendship and Enmity,3,2,454,13,72,13,72
so,ADV,more,so hard,more hard,1,14,hard,"General, Usual, Unusual, etc",3,2,454,1,16,1,16
so,ADV,more,so difficult,more difficult,2,14,difficult,Friendship and Enmity,3,2,454,80,1592,80,1592
so,ADV,more,so amazing,more amazing,1,14,amazing,misc-ap-0,3,2,454,4,16,4,16
wathe,VERB,watch,wathe film,watch film,4,4,film,Communication and Information,5,2,4,0,2,0,2
season 's,NOUN,season,season 's rainy,season rainy,1,4,rainy,Weather and Temperature,2,2,4,0,0,0,0
season 's,NOUN,season,season 's good,season good,1,4,good,Weather and Temperature,2,2,4,0,0,0,0
diverse,ADJ,different,diverse accent,different accent,4,4,accent,Language,5,2,4,0,6,0,6
diverse,ADJ,different,diverse word,different word,1,4,word,Language,5,2,4,0,0,0,0
surprisely,ADV,suddenly,surprisely take,suddenly take,2,4,take,Feeling and Behavior Generally,3,2,4,0,0,0,0
surprisely,ADV,suddenly,surprisely feel,suddenly feel,1,4,feel,Feeling and Behavior Generally,3,2,4,0,0,0,0
so,ADV,also,so speak,also speak,1,18,speak,"Communicating, mainly by Speaking and Talking",2,2,454,7,20,7,20
so,ADV,also,so criticize,also criticize,1,18,criticize,"Communicating, mainly by Speaking and Talking",2,2,454,0,57,0,57
finland,NOUN,finnish,finland style,finnish style,1,4,style,Arts and Crafts,2,2,4,0,0,0,0
finland,NOUN,finnish,finland method,finnish method,1,4,method,Arts and Crafts,2,2,4,0,0,0,0
overseas,ADV,foreign,overseas music,foreign music,2,4,music,misc-ap-0,3,2,4,0,0,0,0
overseas,ADV,foreign,overseas language,foreign language,1,4,language,misc-ap-0,3,2,4,0,139,0,139
so,ADV,as,so chilly,as chilly,2,29,chilly,Weather and Temperature,3,2,454,0,0,0,0
so,ADV,as,so excellent,as excellent,1,29,excellent,Good and Evil,2,2,454,0,0,0,0
company,NOUN,accompany,company boyfriend,accompany boyfriend,1,15,boyfriend,"Courting, Sex, and Marriage",2,2,16,0,0,0,0
company,NOUN,accompany,company groom,accompany groom,1,15,groom,"Courting, Sex, and Marriage",2,2,16,0,0,0,0
very,ADV,more,very interesting,more interesting,1,18,interesting,Linking and Not Linking,2,2,2791,198,268,198,268
memory,NOUN,thing,memory first,thing first,2,3,first,Numbers and Quantities,3,2,37,0,0,0,0
wear,VERB,clothe,wear many,clothe many,1,24,many,"Size, Importance, and Availability",2,2,80,0,7,0,7
moment,NOUN,time,moment first,time first,2,110,first,Beginning and Ending,4,2,121,0,0,0,0
very,ADV,more,very convenient,more convenient,1,18,convenient,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",3,2,2791,16,104,16,104
real,ADJ,actual,real show,actual show,2,6,show,"Drama, the Theatre, and Show Business",4,2,37,0,1,0,1
very,ADV,more,very difficult,more difficult,2,18,difficult,"General, Usual, Unusual, etc",4,2,2791,1102,1592,1102,1592
very,ADV,more,very popular,more popular,1,18,popular,Linking and Not Linking,2,2,2791,0,290,0,290
follow,VERB,attend,follow kind,attend kind,3,6,kind,"Being, Becoming, and Happening",5,2,37,0,0,0,0
follow,VERB,attend,follow class,attend class,2,6,class,"Being, Becoming, and Happening",5,2,37,5,219,5,219
real,ADJ,actual,real place,actual place,6,6,place,Places,7,2,37,0,2,0,2
memory,NOUN,thing,memory only,thing only,1,3,only,Numbers and Quantities,3,2,37,0,0,0,0
usual,ADJ,normal,usual fish,normal fish,4,58,fish,Living Creatures Generally,5,2,121,0,0,0,0
usual,ADJ,normal,usual day,normal day,26,58,day,Periods of Time and their Measurement,27,2,121,0,46,0,46
usual,ADJ,normal,usual man,normal man,2,58,man,Animals/ Mammals,3,2,121,0,1,0,1
usual,ADJ,normal,usual school,normal school,1,58,school,Living Creatures Generally,5,2,121,0,0,0,0
usual,ADJ,normal,usual supper,normal supper,1,58,supper,Food Generally,5,2,121,0,0,0,0
usual,ADJ,normal,usual weekday,normal weekday,1,58,weekday,Periods of Time and their Measurement,27,2,121,0,5,0,5
usual,ADJ,normal,usual nose,normal nose,1,58,nose,Animals/ Mammals,3,2,121,0,0,0,0
usual,ADJ,normal,usual class,normal class,1,58,class,Social Classification and Situation,3,2,121,0,0,0,0
usual,ADJ,normal,usual disaster,normal disaster,2,58,disaster,"Resemblance, Difference, and Change",3,2,121,0,0,0,0
prefect,VERB,perfect,prefect performance,perfect performance,1,16,performance,Doing Things,2,2,16,0,2,0,2
